
> oshikoyo@1.0.0 serve
> npx serve . -p 8081

 INFO  Accepting connections at http://localhost:8081
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:36:46 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:36:46 PM ::1 GET /index
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 11 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:37:47 PM ::1 GET /
 HTTP  3/8/2026 6:37:47 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:47 PM ::1 GET /
 HTTP  3/8/2026 6:37:47 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /index.html
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /index
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:48 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /index.html
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /index
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:48 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:48 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 7 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:49 PM ::1 GET /
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 0 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 0 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:37:49 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:37:49 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /index.html
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /index
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:51 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /index.html
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /index
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:51 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:51 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:37:52 PM ::1 GET /
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:52 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:37:52 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:52 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /index.html
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /index
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:55 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:37:55 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:55 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:37:56 PM ::1 GET /
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 304 in 4 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /index.html
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /index
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:56 PM ::1 GET /
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 304 in 0 ms
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:37:56 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:56 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /index.html
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /index
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 304 in 4 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:37:58 PM ::1 GET /
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:37:58 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:37:58 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /index
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:00 PM ::1 GET /
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:38:00 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:38:00 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /index
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:03 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:38:03 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /index
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:03 PM ::1 GET /
 HTTP  3/8/2026 6:38:03 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /index
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:04 PM ::1 GET /
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:04 PM ::1 GET /
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 8 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 0 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:04 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 2 ms
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:04 PM ::1 Returned 304 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /index
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /
 HTTP  3/8/2026 6:38:14 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /index
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:38:14 PM ::1 GET /
 HTTP  3/8/2026 6:38:14 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /index
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:21 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /
 HTTP  3/8/2026 6:38:21 PM ::1 GET /index.html
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:21 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:38:21 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:38:21 PM ::1 Returned 200 in 8 ms
